Codes,Returns,KODEX's Returns at same time,S&P's Return
8,0.27,0.53,0.31
8,-0.18,0.3,0.46
8,0.04,-0.18,-0.52
8,0,0.08,0.12
8,0.13,-0.68,-0.21
8,-0.27,0.69,0.02
8,-0.13,0.3,0.39
8,0,1,0
8,0.18,1.65,0.31
8,-0.04,-0.35,-0.44
8,0.18,0.22,0.31
8,-0.18,-0.4,0.07
8,0.13,-0.1,0.77
8,-0.22,0.3,-0.39
8,-0.4,-0.28,0.18
8,-0.09,-0.27,-0.21
8,0,-0.52,-0.24
8,-0.36,-0.07,-0.11
8,0.05,-0.61,-0.08
8,-0.23,0.65,0
8,0.27,-0.03,0.26
8,0.23,-0.43,-0.34
8,0.18,0.23,0.46
8,-0.05,0.61,0.65
8,-0.09,-0.18,-0.28
8,0.05,0.21,-0.02
8,0.18,-1.7,0.29
8,-0.05,0.27,-0.16
8,0,-0.05,1.18
8,-0.14,-1.63,-0.05
8,0,-0.03,0.71
8,0.09,1.06,0.64
8,0,0.27,-0.6
8,0,-1.43,-0.68
8,-0.05,-0.32,0.4
8,0,0.31,0.1
8,-0.18,0.12,0.61
8,0.05,-0.34,0.33
8,0.27,0.79,-0.08
8,0,0.11,0.16
8,-0.05,-0.17,-0.39
8,-0.09,0.12,1.11
8,0,0.03,0.22
8,-0.18,-0.28,-0.14
8,0.23,-1.95,-0.31
8,0.05,0.48,0.31
8,0.05,-0.4,-0.16
8,-0.05,1.17,0.06
8,0,1.25,-0.05
8,0.27,0.44,-0.33
8,0.4,0.43,0.71
8,-0.27,-0.79,0.66
8,0.18,1.36,0.45
8,0.04,0.68,0.65
8,0,-0.4,0.05
8,0,-0.64,0.2
8,-0.22,-0.51,0.09
8,0.09,0.18,0.58
8,0,0.23,0.7
8,0.04,0.79,0.29
8,0,-0.24,-0.47
8,-0.04,0.08,0.68
8,-0.04,0.08,-0.3
8,0.31,-1.02,0.51
8,-0.22,1.35,1.14
8,0.18,0.16,-0.04
8,0.27,0.78,0.03
8,-0.09,0.4,0.16
8,0.09,0.68,0.96
8,-0.36,-1.25,-1.12
8,-0.09,0.07,-0.46
8,-0.09,0.03,0.25
8,-0.13,-1.93,-0.55
8,-0.04,-1.06,-2.47
8,-0.58,-1.42,-6.04
8,-0.45,-2.53,3.21
8,0.36,0.84,0.14
8,-0.32,-2.65,-2.57
8,-0.05,1.12,1.2
8,0.32,0.77,0.48
8,-0.14,1.3,0.76
8,0.36,0.52,2.88
8,0.36,-1.16,-0.63
8,-0.13,0.52,-0.57
8,0.14,-0.66,-0.79
8,-0.18,1.57,1.27
8,0.23,0.17,0.99
8,-0.31,-0.31,0.89
8,0.41,-1.14,-1.25
8,-0.31,-1.4,-2.38
8,-0.14,-1.31,-0.14
8,-0.36,2.01,1.78
8,0.68,0.13,-1.21
8,-0.36,1.02,1.33
8,-0.09,1.15,0.56
8,0.41,0.89,2.1
8,-0.27,0.46,-0.5
8,0,-0.08,-0.71
8,0.23,0.35,-0.4
8,-0.27,-0.18,-0.14
8,0.09,-0.72,-0.28
8,0,0.48,-0.74
8,-0.05,0.02,-0.11
8,-0.18,0.38,-0.08
8,0.09,-3.33,-3.57
8,0.09,0.87,-0.19
8,-0.09,0.42,1.97
8,-0.18,-1.23,-2.11
8,-0.09,0.82,-0.19
8,0.23,0.25,1.26
8,0.54,-0.23,-0.27
8,-0.27,-0.2,-2.04
8,-0.5,-1.54,0.88
8,0.5,1.39,1.93
8,0.59,-0.49,-0.69
8,0.04,0.7,-0.45
8,-0.49,0.09,1.13
8,-0.05,-0.31,-0.59
8,0.63,-0.02,0.21
8,-0.36,0.66,0.75
8,0.13,0.08,0.11
8,0.13,-0.14,1.06
8,0.13,1.11,0.53
8,-0.18,0.56,0.02
8,0.18,-0.66,-0.66
8,-0.18,-0.06,-0.6
8,-0.45,-0.56,-0.13
8,0.32,-0.64,-1.54
8,-0.27,1.26,0.42
8,0,0.91,1.07
8,0.36,0.65,0.24
8,-0.09,-0.71,-0.9
8,0.04,-0.34,-0.89
8,-0.18,-0.8,-0.03
8,0.18,-0.46,1.5
8,-0.22,-0.33,0.14
8,0.36,0.68,1.12
8,0.04,0.62,0.5
8,-0.09,-0.2,0.92
8,-0.09,-0.91,-0.65
8,0,0.32,-0.47
8,-0.09,-0.36,0.41
8,-0.04,0.32,0.03
8,0.45,0.16,0.25
8,-0.13,0.68,-0.2
8,-0.22,-0.31,0.17
8,0.67,0.16,0.26
8,-0.27,0.42,-0.15
8,-0.4,-0.92,-0.51
8,-0.04,-2.13,-0.59
8,0.13,0.4,0.78
8,0.27,0.61,-0.31
8,-0.18,0.53,1.01
8,0.09,0.22,0.2
8,-0.18,0.87,1.19
8,0.18,-0.97,-0.46
8,0.31,0.87,0.54
8,-0.22,-0.13,0.23
8,0.27,-1.83,-0.46
8,0.71,-0.5,0.37
8,-0.53,-1.19,-0.46
8,-0.27,-1.29,-0.88
8,0.04,0.71,0.91
8,0.18,-0.85,0.15
8,-0.22,0.76,-0.64
8,0.62,-0.05,-0.46
8,-0.49,-0.12,-0.72
8,-0.04,-0.36,-0.19
8,0,-0.89,-0.45
8,-0.45,0.22,0.64
8,0.67,-2.23,-0.73
8,-0.09,0.14,0.83
8,0.04,-0.29,-0.46
8,-0.36,-0.24,-0.02
8,-0.13,0.72,0.98
8,0.22,0.75,1.1
8,0.04,0.13,0.59
8,-0.09,-0.57,-0.53
8,-0.13,0.3,0.37
8,0.27,0.99,0.79
8,0.09,-0.3,-0.05
8,-0.22,-0.12,-0.39
8,0.09,-0.23,0.68
8,0,-0.27,0.02
8,0.4,0.49,-0.39
8,0.04,-0.8,-0.08
8,0.62,0.3,0.66
8,0,-0.19,-0.05
8,-0.31,0.68,0.69
8,0.13,0.3,0.28
8,0.09,-0.23,-1.38
8,-0.35,0.13,0.09
8,0,0.35,0.5
8,0.04,-1.79,-0.57
8,0.49,0.78,0.89
8,0,-0.15,0.45
8,-0.4,0.68,0.42
8,0.13,0.02,0.16
8,0.09,-0.05,0
8,0.35,-1.09,-0.53
8,-0.57,-1.33,-0.45
8,0.09,0.45,0.21
8,0.66,-0.98,-0.21
8,-0.57,0.03,0.54
8,0.31,0.09,0.31
8,-0.04,1.09,0.19
8,-0.18,0.36,-0.27
8,-0.04,0.41,0.36
8,0.04,0.39,0
8,0.49,0.51,0.75
8,-0.26,0.07,0.54
8,0.09,0.29,0.1
8,0.09,0.05,0.35
8,0,0.4,-0.35
8,-0.13,-0.58,0.06
8,-0.22,0.44,0.2
8,0.31,-1.29,-0.6
8,-0.22,-0.15,-0.39
8,0,-0.56,-0.03
8,0.22,0.22,0
8,-0.13,-0.32,0.18
8,0.09,-0.1,0.23
8,-0.04,0.14,-0.19
8,0,1.59,0.73
8,0.48,-0.79,-0.26
8,-0.22,0.44,-0.34
8,0,0.08,0.58
8,0.18,0.94,0.03
8,0.09,0.4,0.87
8,0.22,0.76,-0.99
8,-0.31,-0.63,0.16
8,0.22,-0.02,0.7
8,-0.09,-1.21,-0.35
8,0.04,-1.55,-0.36
8,0,-0.15,-0.04
8,-0.13,-0.5,-0.64
8,-0.39,-0.65,-0.31
8,-0.35,-4.13,-4.31
8,0,0.97,0.6
8,0.93,-0.55,-0.91
8,-0.09,-0.27,0.14
8,-0.04,1.3,2.24
8,-0.53,-0.89,-0.66
8,0.22,0.39,-0.57
8,0.26,0.2,-0.35
8,-0.53,-2.32,-1.76
8,0.09,-0.51,0.44
8,-0.09,-1.6,-2.27
8,-0.26,-1.59,-0.05
8,-0.27,-0.81,-0.41
8,0.22,0.69,-0.22
8,-0.44,0.46,1.42
8,0.04,-0.42,0.55
8,0.31,3.79,1.86
8,0.27,-1.1,-1.52
8,-0.49,0.7,0.78
8,0.31,-0.52,0.76
8,0.13,0.85,1.81
8,0.09,-0.61,-0.23
8,-0.09,0.26,-0.47
8,-0.09,-0.75,-1.85
8,-0.49,-0.26,-0.48
8,0.04,1,-0.75
8,-0.13,-0.07,0.64
8,0.13,0.35,0.22
8,-0.22,-0.99,-1.51
8,-0.71,-0.48,-1.45
8,0.22,-0.11,0.14
8,0.04,-0.63,-0.61
8,0.04,1.35,0.26
8,-0.04,0.78,0.72
8,-0.18,0.61,1.03
8,0.27,0.18,1.53
8,0.18,-0.93,0.31
8,0.13,1.75,2.37
8,0.04,-1.12,-1.25
8,0.49,-0.6,-2.4
8,-0.4,-1.49,-1.41
8,-0.67,0.34,0.7
8,0.54,-0.93,-2.45
8,-0.44,-0.24,0.58
8,0.22,1.3,0.97
8,0.13,0.52,0.16
8,-0.04,-1.59,-1.43
8,0.18,0.28,-0.53
8,-0.36,-0.36,-2.22
8,-0.22,0.66,-0.13
8,0,-0.88,-1.01
8,-1.12,-0.09,-1.81
8,-0.32,0.04,-2.19
8,0.09,-1.3,-3.55
8,-0.54,1.24,5.04
8,0.27,0.42,1.23
8,0.32,-1.17,-0.24
8,-0.14,-0.97,-0.8
8,0.05,0.77,0.1
8,1.27,1.43,2.87
8,0.04,-0.66,0.65
8,0.31,2.06,1.05
8,0.89,-0.04,-0.46
8,-0.57,0.61,0.88
8,0.36,-0.87,-0.77
8,-0.09,2.01,1.04
8,-0.04,0.44,0.54
8,0.18,0.22,-0.29
8,0.09,0.76,1.45
8,0.66,0.05,0.87
8,-0.44,-0.5,-0.57
8,0,0.58,-0.54
8,-0.09,0.83,-0.02
8,0.31,1.82,0.52
8,0.22,-0.05,0.14
8,-0.53,0.47,-0.56
8,0.22,1.22,0.06
8,0.26,-0.1,1.64
8,0.4,-0.1,0.71
8,0.57,0,0.8
8,0.26,-1.41,-1.28
8,-0.48,0.17,0.57
8,-0.26,0.54,0.69
8,0.22,0.5,1.23
8,-0.13,0.97,0.03
8,0.17,-1.32,-0.86
8,0.35,0.73,1.63
8,0.04,-0.46,-0.05
8,-0.17,1.16,0.09
8,0.09,0,0.47
8,0,0.05,-0.62
8,0.3,0.21,0.9
8,0,-0.38,-0.52
8,0,0.33,0.12
8,0,-1.69,-0.11
8,0,-0.49,1.1
8,0,-0.7,-0.77
8,0.17,-0.28,-0.33
8,-0.26,-0.3,-0.7
8,0.56,-1.36,-0.94
8,-0.56,0.07,0.33
8,0,1.02,1.36
8,0.13,-0.73,0.11
8,0.13,0.27,0.84
8,0.26,1.16,0.06
8,0.13,0.09,0.56
8,0.09,-0.11,0.18
8,0.22,0.12,-0.03
8,0.09,0.69,-0.37
8,-0.34,0.23,1.07
8,0.17,-1.93,-2.17
8,0,0.07,0.53
8,-0.17,-0.02,0.74
8,-0.04,-0.55,-1.01
8,0,0.59,0.83
8,0,1.33,1.04
8,0.09,0.39,0.45
8,0.39,1.47,0.5
8,-0.3,0.1,-0.25
8,0.13,0.19,0.46
8,-0.04,-0.24,0.16
8,0.69,0.17,0.1
8,0.13,0.51,-0.25
8,0,-0.22,0.26
8,0.09,0.24,0
8,-0.21,0.41,0.57
8,0.26,0.39,0.12
8,-0.43,-0.07,0.01
8,0.04,-1.59,-0.74
8,0.17,0.02,0.68
8,0,0.02,-0.32
8,-0.09,0.17,0.32
8,-0.17,-1.08,0.74
8,0.09,-0.16,-0.03
8,0,-0.59,-0.33
8,0.04,2.01,0.7
8,-0.09,-0.63,-0.12
8,-0.09,0.44,-0.43
8,-0.04,-0.89,-0.16
8,0.56,-0.79,0.25
8,-0.09,-0.46,-1.3
8,-0.04,-2.93,-0.65
8,0,0.18,-0.09
8,-0.3,-1.17,-0.41
8,-0.17,-0.19,-1.35
8,0.13,0.47,1.04
8,-0.04,-1.41,-0.06
8,-0.04,-0.66,0.73
8,0.26,0.26,0.04
8,0,0.49,-0.49
8,-0.09,0.23,0.27
8,-0.34,-0.13,-0.7
8,-0.09,-0.73,-0.43
8,0.26,0.08,0.13
8,0,0.15,0.07
8,-0.26,-1.36,-1.68
8,-0.04,0.92,-0.09
8,-0.04,-0.17,-0.67
8,-0.3,1.65,-0.95
8,-0.04,-0.19,0.37
8,0.35,0.11,2.1
8,0.17,0.04,1.5
8,0.09,1.46,1.21
8,0.17,0.57,0.35
8,-0.04,-0.35,-0.62
8,-0.04,-0.83,-0.04
8,-0.09,-0.02,0.58
8,0.26,0.06,0.09
8,-0.17,0.5,-0.28
8,0.09,1.25,1.13
8,0,0.35,0.68
8,0.56,-0.27,0.23
8,0,0.16,0.24
8,0.21,-0.15,-0.5
8,-0.09,0.11,-0.78
8,-0.3,1.22,0.23
8,0.43,-0.25,0.12
8,-0.21,0.02,1.57
8,-0.13,-0.56,-0.26
8,0.09,-1.28,0.23
8,-0.09,0.84,0.91
8,0.09,-0.15,0.06
8,0.04,-2.09,-0.72
8,-0.17,-0.2,-0.44
8,0.13,0.37,0.24
8,-0.26,1.22,0.8
8,0.21,0.22,0.33
8,0,-0.05,0.23
8,-0.09,0.44,0.1
8,-0.13,-0.89,-0.41
8,0,-0.22,-0.96
8,0,1.4,0.91
8,0.3,-0.04,-0.89
8,-0.38,0.49,0.41
8,-0.04,-0.96,0.45
8,0.34,-0.18,0.62
8,-0.04,-0.22,-0.35
8,-0.04,-1.34,0.25
8,-0.09,0.26,0.11
8,0.13,-1,-0.27
8,0,-0.11,-1.27
8,-0.21,-1.13,-0.97
8,0.34,-2.16,-1.63
8,-0.89,-1.4,-2.11
8,0.43,-0.61,1.06
8,-0.13,0.44,0.96
8,0.21,0.69,1.06
8,0.04,0.16,-0.1
8,-0.51,-1.02,-1.69
8,0.09,0.71,1.95
8,-0.21,-0.33,-2.22
8,0.22,0.63,1.56
8,0.09,0.98,0.55
8,0,0.19,-0.71
8,0.17,-0.79,0.56
8,0.17,-0.1,0.35
8,0.13,-1.46,-3.13
8,-0.17,0.32,1.11
8,0.04,0.97,-0.04
8,-0.04,-0.55,0.27
8,0.13,1.65,1.31
8,0.04,0.17,-0.25
8,-0.04,-0.39,-0.15
8,-0.13,1.49,0.7
8,0.38,0.88,1.06
8,-0.21,0.45,0.56
8,0.09,0.81,0.36
8,0.21,0.43,-0.38
8,0,0.74,0.24
8,0.09,0.31,0.39
8,0.09,-0.04,0.03
8,-0.04,0.55,0.17
8,0.21,0.66,-0.06
8,0.21,0.55,0.28
8,-0.13,0.13,-0.24
8,-0.21,0.6,0.09
8,0.51,-1.44,-1.15
8,-0.46,0.18,0.33
8,-0.13,-1.05,0.11
8,0.13,0.85,-0.24
8,-0.25,0.24,0.53
8,-0.09,-2.13,-1.72
8,0.21,-0.41,-1.09
8,0.08,0.17,1.01
8,0.04,1.47,0.28
8,-0.04,-0.72,-1
8,-0.38,0.7,0.98
8,0.34,1.03,0.95
8,-0.08,0.13,0.14
8,0.3,0.56,0.5
8,-0.13,-0.32,-0.24
8,-0.08,-1,0.26
8,0.42,0.57,0.01
8,0.04,1.33,0.43
8,-0.25,-0.61,-0.58
8,-0.08,0.27,0.56
8,0.51,0.09,0.01
8,0,0.38,0.62
8,-0.55,-0.22,0.39
8,0.25,-0.76,-0.18
8,-0.3,0.38,0.48
8,-0.08,0.76,-0.13
8,0.04,1.44,0.87
8,0.55,0.67,0.37
8,-0.38,0.05,-0.32
8,-0.04,-0.12,-0.06
8,0,-0.33,0.15
8,0.21,-0.78,0.1
8,-0.34,0.89,0.39
8,0.17,-0.81,-0.22
8,-0.3,0.8,0.32
8,0.17,1.41,0.43
8,0.25,-0.1,0.41
8,-0.13,-0.43,0.1
8,-0.17,-1.29,-0.26
8,-0.08,-1.47,-0.34
8,0,0.49,0.14
8,0,1.11,0.41
8,0.09,0.02,0.46
8,0.13,0.11,0.38
8,-0.13,-0.44,-0.05
8,-0.25,-1.72,-0.01
8,0.34,0.32,0.35
8,-0.17,-0.5,-1.11
8,-0.17,-0.67,-0.78
8,0.43,-0.24,0.51
8,-0.13,1.17,0.48
8,0.08,0.45,0.5
8,0.13,0.5,-0.08
8,-0.04,0.39,-0.12
8,0.3,1.82,0.42
8,0.08,1.56,1.04
8,0.25,-0.03,0.03
8,0,1.38,0.51
8,0.13,-0.02,-0.31
8,0.04,0.1,0.21
8,0.21,0.22,0.31
8,-0.08,-0.02,0.54
8,-0.04,-0.64,0.05
8,0.34,0.41,0.09
8,0,1.46,0.58
8,-0.08,-0.35,-0.18
8,-0.04,-1.06,-0.08
8,-0.08,-0.02,-0.28
8,0.29,-0.76,-0.29
8,0.17,1.01,0.77
8,0,-0.64,-0.59
8,0.33,1.67,1.18
8,0.04,0.82,0.57
8,0.08,1.03,-0.32
8,-0.29,0.48,0.46
8,0.38,-0.59,-0.23
8,-0.17,1.02,0.52
8,0.25,0.23,0.61
8,-0.04,0.75,0.21
8,0,-1.11,-0.4
8,0.12,1.32,0.66
8,-0.58,-1.31,-0.64
8,-0.63,-3.04,-1.62
8,0.29,0.34,0.81
8,0.29,-1.88,-0.97
8,-0.83,-1.06,1.07
8,0.55,0.1,-1.39
8,-0.08,1.71,0.82
8,0.25,0.49,0.74
8,-0.08,2.98,1.84
8,0.25,-0.84,-0.24
8,0.13,-0.53,-0.51
8,-0.38,0.97,0.99
8,0.5,0.83,0.09
8,-0.04,-0.25,-0.05
8,0.25,0.61,0.43
8,-0.12,-0.08,0.28
8,-0.17,-1.58,-0.58
8,0.12,0.18,0.25
8,0.37,-0.51,0.25
8,-0.21,-1.43,-1
8,-0.12,-3.77,-1.76
8,-0.21,1.11,-1.05
8,-0.46,-1.46,-3.57
8,-0.17,-1.04,-2.36
8,-1.09,-3.22,-5.37
8,0.04,0.96,2.1
8,0.38,0.46,2.86
8,-0.17,2.27,-0.48
8,0.55,0.89,1.94
8,-0.67,-2,-3.46
8,-0.89,-4.21,-5.89
8,-2.22,0.56,0.77
8,-0.44,-2.98,-1.67
8,-1.45,-3.36,-5.88
8,-3.21,-2.58,-4.2
8,1.56,-3.63,0.78
8,-3.4,-2.24,-1.18
8,-0.61,-5.5,-4.64
8,-3.63,-7.33,-1.45
8,-0.69,7.68,2.56
8,-0.2,-5.87,-8.62
8,-4.15,9.29,5.33
8,2.73,5.73,4.36
8,1.65,-1.94,0.42
8,2.86,2.41,6.28
8,0.29,-0.59,-2.34
8,-0.14,1.77,3.3
8,0.62,-4.69,-5.35
8,-0.95,3.07,0.21
8,-0.67,-0.25,-0.16
8,0.24,3.98,4.01
8,0.43,1.57,3.66
8,0.91,-1.46,-1.83
8,-0.52,1.59,4.21
8,3.73,0.84,1.97
8,0.09,-1.71,-1.69
8,0.78,1.74,1.66
8,0.46,0,-0.23
8,-0.09,3.04,2.82
8,0.14,-1.2,-0.27
8,-0.32,-1.11,-1.89
8,-1,0.87,-1.58
8,-0.37,0.98,1.34
8,-0.6,-1.49,-1.09
8,0.56,1.99,3.01
8,0,0.61,0.42
8,0.23,0.66,0.92
8,0.05,-3.04,-3.15
8,-0.37,1.86,2.72
8,0.19,-0.24,-0.63
8,0.88,0.86,1.99
8,-0.28,-0.72,0.72
8,-0.37,-0.71,-1.14
8,0.88,1.15,-1.36
8,-1.46,-1.06,-2.18
8,0.19,0.24,1.7
8,-0.09,0.65,1.28
8,0.65,2.58,2.43
8,0.6,0.23,-0.87
9,1.83,0.02,0.43
9,-0.21,0.21,0.06
9,0.67,-0.7,-0.11
9,-1.07,0.43,-0.21
9,-0.46,0.92,0.17
9,2.02,0.22,0.62
9,-1.58,-0.08,0.75
9,-2.27,-0.08,-0.25
9,0.42,0.26,0.26
9,2.32,0.55,0.36
9,0.72,0.06,0.59
9,-1.94,-0.12,0.11
9,0.21,0.5,0.38
9,-1.04,-0.08,-0.19
9,-1.31,-0.26,-0.71
9,1.49,-0.18,0.84
9,-1.57,0.16,-0.42
9,0.21,0.52,-0.23
9,1.49,0.44,1.07
9,-0.58,-0.42,0.08
9,0.16,-1.42,-0.52
9,-1.32,0.18,1.11
9,0.75,-0.83,-0.68
9,0.37,0.51,-0.42
9,0.05,0.06,0.8
9,0.42,-0.2,-0.79
9,1,0.08,-0.33
9,0.47,0.79,0.13
9,-1.4,2.04,1.7
9,-0.42,-0.08,0.1
9,0.16,-0.34,-0.62
9,0.11,0.14,1.14
9,1,-0.34,0.04
9,0.57,0.78,0.76
9,-0.57,-0.38,-0.98
9,-0.83,-0.12,0.14
9,0,0.3,-0.18
9,0.47,0,-0.02
9,0.73,-1.03,-0.23
9,1.76,-0.33,-0.39
9,1.53,-0.76,-0.41
9,-0.4,0.31,0.6
9,-0.7,-0.51,-0.7
9,-0.05,-0.17,0.04
9,-1.07,0.39,0.25
9,0.41,-0.1,0.7
9,0.1,-0.23,-0.51
9,0.2,-0.79,-0.68
9,0.15,0.15,-0.1
9,0.2,0.06,0.88
9,-0.56,-0.56,-1.07
9,-1.33,-0.27,-0.25
9,-0.21,0,0.54
9,-0.21,0.27,0.02
9,-0.31,-0.71,-0.27
9,-1.56,1.41,1.88
9,0.37,-0.19,0.16
9,-0.84,0.52,0.37
9,-1.54,-0.23,0.39
9,0.7,0.81,0.02
9,0.38,0.06,-0.32
9,-0.16,0.19,0.06
9,-0.32,0.16,0.49
9,2.63,1.33,0.26
9,0.52,1.01,-0.06
9,0.94,-0.04,0.14
9,0.57,-0.4,-0.04
9,1.13,-2.07,-1.07
9,-0.3,-0.33,-0.49
9,0.81,-0.04,-0.35
9,1.06,-0.76,-0.27
9,-1.2,0.17,0.7
9,-0.4,1.39,0.53
9,0.35,0,-0.12
9,-1.87,0.57,-0.02
9,0.36,0.06,0.37
9,4.57,-3.21,-4.27
9,0.69,0.27,0.83
9,-0.93,0.25,-0.36
9,0.2,1.19,1.23
9,-0.59,0.72,1.36
9,1.53,0.82,1.3
9,0.97,0.35,0.57
9,-0.14,-0.12,-0.38
9,1.88,-2.01,-0.81
9,-0.05,1.14,0.9
9,-0.81,-0.51,-0.37
9,0.29,1.48,2.02
9,-0.71,0,-0.02
9,-1.01,0.67,0.52
9,-0.44,0.18,0.26
9,0.05,0.5,0.28
9,-0.49,0.18,0.2
9,0.05,-0.14,-0.04
9,-0.24,-0.18,0.04
9,-0.88,0.1,0.53
9,0.79,-0.06,-0.51
9,-0.74,0.06,0.41
9,0.1,0.88,-0.04
9,-0.1,-0.06,0.14
9,1.68,-0.22,-0.12
9,-0.05,-0.08,-0.1
9,0.49,0.82,0.57
9,0.53,-0.77,-0.49
9,0.96,-1.27,-0.77
9,-1.24,0.22,0.36
9,1.11,1.09,0.22
9,-2.05,0.76,0.53
9,-0.58,0.77,-0.1
9,1.81,-0.33,0.12
9,-0.91,0.12,-0.04
9,-0.15,0.35,0.2
9,0.78,-0.06,0.23
9,-0.58,-0.08,-0.1
9,0.63,0.73,-0.04
9,0,0.23,0
9,-1.35,-0.58,-0.06
9,0.34,0.53,0.08
9,-0.24,-0.47,0.2
9,-0.83,0.18,-0.39
9,-0.25,-0.39,-0.12
9,-0.3,0.02,-0.43
9,0.1,0.41,0.71
9,-0.54,-0.37,-0.14
9,-0.1,-0.25,-0.06
9,-0.1,0.2,-0.33
9,1.35,1.27,0.61
9,0,0.37,-0.23
9,1.87,-0.19,0.43
9,-0.24,-0.02,-0.1
9,-0.77,-1.18,-0.29
9,-0.88,-2.52,-3.15
9,0.1,0.36,1.88
9,-0.79,1.04,0.02
9,0.05,0.16,-0.16
9,0.05,0.67,0.12
9,1.34,0.88,0.63
9,-0.05,-0.08,0.55
9,0,-0.33,-0.61
9,0.1,0.68,-0.08
9,-0.73,-0.29,-0.1
9,-0.2,0.7,0.73
9,0.3,-1.08,-1.35
9,-1.47,0.58,0.64
9,-2.99,-0.06,-0.28
9,-0.21,0.7,0.4
9,-1.13,-0.31,-0.18
9,0.94,0.15,0.24
9,-0.57,-1.39,0.06
9,-0.31,-0.08,-0.85
9,0.63,-0.88,-0.79
9,-0.67,0.51,0.32
9,-0.05,0.16,-0.42
9,0.26,0.69,0.72
9,0.36,0.12,0.1
9,0.83,0.1,0.38
9,-0.51,-0.49,-0.42
9,-0.1,0.76,0.28
9,0.26,-0.16,0.3
9,0.62,-1.22,-0.53
9,-0.56,0.45,-0.24
9,0,0.06,-0.28
9,0.93,-0.2,0.4
9,-0.1,0.04,-0.16
9,1.28,-1.31,-1.48
9,0.56,0.34,-0.3
9,-0.35,-0.36,-0.22
9,-0.71,0.97,0.96
9,-0.56,0.22,1.11
9,2.91,-2.06,-3.85
9,-2.28,1.98,5.89
9,-1.88,-1,0.14
9,-3.57,-0.79,0.18
9,0.7,-0.36,-0.62
9,0.43,0.36,0.9
9,-0.53,-0.06,-0.12
9,-1.92,-0.04,0.27
9,0.87,-0.2,0.19
9,0.43,1.14,0.5
9,-0.7,0.38,0.31
9,-2.32,-0.51,-0.15
9,-0.17,0.04,0.19
9,0.78,0.3,0.17
9,0.16,0.04,-0.42
9,-0.38,0.49,0.27
9,-0.94,0.08,-0.23
9,-0.28,-0.71,-0.66
9,0.33,-0.12,-0.02
9,-0.72,1.21,0.85
9,0.06,0.27,0.42
9,0.62,1.7,1.13
9,-0.78,0.06,0.51
9,-0.95,-0.13,0.47
9,0.4,0.19,-0.28
9,-0.06,0.1,0.64
9,-1.52,-0.04,-0.32
9,-0.92,0.25,0.21
9,0.75,0.08,0.09
9,-0.4,0.23,0
9,0.06,-0.13,0.22
9,-0.63,-0.06,-0.52
9,0.12,-0.13,-0.02
9,2.14,0.19,0.58
9,-1.19,0.15,-0.26
9,0.17,0.32,-0.07
9,0.52,0.06,-0.49
9,1.37,0.34,-0.56
9,-0.62,0.8,0.26
9,0.51,0.11,0.43
9,1.12,-0.39,0.56
9,0,0.43,0.04
9,-0.28,0.24,0.49
9,1.06,-0.13,-0.61
9,0.17,1.8,0.02
9,0.72,0.26,0.07
9,-0.55,-0.26,0.11
9,0.55,-0.55,0.09
9,0.88,0.39,-0.11
9,0.33,-0.06,0.07
9,-0.92,0.06,-0.02
9,0.44,-0.15,-0.04
9,0.81,-0.09,-0.3
9,-0.11,0.02,0.11
9,-1.29,0.37,0.65
9,-0.66,0.81,1
9,0.88,-0.55,-1.32
9,0.11,0.29,0.26
9,0.87,-0.38,-0.48
9,0,0.07,0.35
9,0.7,0.24,0.84
9,0.59,-0.09,-0.22
9,0.21,-0.48,0.09
9,0.53,0.15,0.07
9,-1.38,0.18,0.59
9,0.54,0.06,0.5
9,-0.37,-0.28,0.42
9,-0.32,0.31,0.53
9,0.86,-0.06,0.43
9,0,0,-0.14
9,-0.05,0.33,0.43
9,0.05,0.91,-0.07
9,-0.21,0.2,0.41
9,0.32,0.04,-0.05
9,1.12,-0.76,-0.04
9,0.53,-0.46,0.27
9,-0.42,0.18,-0.02
9,-0.53,0.93,1.14
9,-1.22,-0.96,-0.72
9,-0.11,0.11,-0.09
9,-0.43,0.6,0.11
9,-0.54,0.18,-0.43
9,-1.03,-0.2,0.05
9,-0.38,0.07,0.37
9,0.77,1.12,-0.09
9,-0.44,0.91,0.07
9,0.11,0.12,-0.09
9,1.69,0.73,0.75
9,0.38,0.44,-0.39
9,0.37,-0.12,-0.27
9,-0.53,0.97,-0.12
9,0.96,-0.33,-1.67
9,0.27,0.16,0.83
9,-0.16,-0.16,0.02
9,1.38,-0.63,-1.35
9,-0.73,0.23,1.07
9,-0.26,0.33,0.58
9,0.05,-0.09,-0.09
9,-0.84,-0.19,-0.16
9,0.48,0.25,0.56
9,1.01,-0.21,-0.45
9,-0.05,-0.18,0.09
9,-0.52,-0.39,-0.34
9,0.95,-0.18,0.18
9,-0.68,-0.58,0.29
9,0.32,-0.41,-0.21
9,1.21,0.05,-0.36
9,0.93,0.94,-0.04
9,-0.36,-0.44,-0.04
9,0.72,0.21,-0.67
9,-0.56,-0.05,0.83
9,0.21,-0.44,-0.49
9,-0.36,0.43,-0.02
9,-0.05,0.83,0.96
9,-0.72,0.53,0.7
9,-0.05,1.01,0.11
9,-0.52,0.6,0.44
9,0.16,0.19,-0.37
9,0.37,0.21,0.39
9,-1.25,0.78,0.04
9,-1.37,1,-0.04
